,topic,last_sentence,checked_sentence,eval_label,generated_sentence
2941,Cross-country skiing,Interesting. I'd rather bobsled.,"Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance.",What about about cross-country skiing? That's where people move across all the snow-covered terrain rather than just using ski lifts.,Bobsledding is a winter sport in which two sleds are attached to each other and they race down a track
2942,Green,"Green
I just love the color green dont you",Green is the color between blue and yellow on the visible spectrum.,I do!  It's the luck of the Irish color!  I didn't realize that it's the color between blue and yellow on the visible spectrum.,I love green too! It is the color between blue and green on the spectrum of visible light.
2943,Green,Green,Green is the color between blue and yellow on the visible spectrum.,I like the color green! It's the combination of blue and yellow.,I love the color green. It is so common in nature and is associated with plants and animals.
2944,Ski jumping,That sounds fun!  I also like to watch the winter Olympics.  My favorite to watch is where they are jumping off ramps!,"The ski jumping venue consists of the jumping ramp (""in-run""), take-off table, and a landing hill.","Ski jumping is so exciting.  It consists of the jumping ran, take off table and landing hill.  I have never had the nerve to try it yet but watching the professionals is fascinating.",Yes jumping off ramps is the best.  I also like watching the snowboarding competitions.  They are so exciting.
2945,Alaska,Really? I though for sure a state like Texas or Montana would be bigger. ,"In addition, it is the 3rd least populous and the most sparsely populated of the 50 United States; nevertheless, it is by far the most populous territory located mostly north of the 60th parallel in North America, its population (the total estimated at 738,432 by the U.S. Census Bureau in 2015) more than quadrupling the combined populations of Northern Canada and Greenland.","You might think so, but Alaska is truly massive. Despite its size though, there's only 738,432 people living there as of 2015, not surprising I guess considering the climate.","I'm not sure, but I do know that Alaska is in the northwest corner of North America, bordered by Canada to the east and across the Bering Strait to the west."
2946,Dave Grohl,I might recognize it if I heard it.  Who else did you listen to in the 90s?,He is the drummer and co-founder of the rock supergroup Them Crooked Vultures.,I also listened to another group Dave Grohl was apart of called Them Crooked Vultures. It was not one of his best groups.,I listened to a lot of grunge music in the 90s. Nirvana was a big part of the Seattle music scene.
2947,Motivation,Interesting. I wonder how some people are more motivated than others. Perhaps it has to do with their reward system.,"A motive is what prompts the person to act in a certain way, or at least develop an inclination for specific behavior.","Yes, some people probably require more prompting to act in a certain way.","I'm not sure, but I do know that motivation results from the interaction of both conscious and unconscious factors."
2948,Paramedic,"Paramedic
i want to be a paramedic,who are they?","A paramedic is a healthcare professional, predominantly in the pre-hospital and out-of-hospital environment, and working mainly as part of emergency medical services (EMS), such as on an ambulance.",A paramedic are healthcare professionals the mostly work in the pre hospital and out of hostpital environment.,A paramedic is a health care professional who responds to requests for medical care. They have advanced knowledge and skills.
2949,Water skiing,That sounds more fun than regular skiing. ,"Water skiing is a surface water sport in which an individual is pulled behind a boat or a cable ski installation over a body of water, skimming the surface on two skis or one ski.",I think so. Water skiing would be even more fun. You can hold onto a cable behind a boat and skim on the water's surface.,"Yes, it's a lot more fun. It's also accessible for people with vision impairment or mobility issues."
2950,Green,"I didnt realize that either, I mainly like it because it is the color of nature, trees, grass, it is soothing","By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.","Interestingly, chlorophyll is the largest contributor to green in nature!  Red is nice, but green is where it's at!",It is!  It's evoked by light which has a dominant wavelength of roughly 495570 nm.
