,topic,last_sentence,checked_sentence,eval_label,generated_sentence
3457,Swimming,"I didn't know that either! It's not surprising though, so many people love the beach and pool.","On average, the body has a relative density of 0.98 compared to water, which causes the body to float.",On average the body has a density of 0.98 compared to water so this is what causes us to float on top,Swimming relies on the nearly neutral buoyancy of the water so it's a great way to exercise
3458,Macaroni and cheese,Wow! That sounds amazing. Where did you go to culinary school? ,"Traditional macaroni and cheese is a casserole baked in the oven; however, it may be prepared in a sauce pan on top of the stove or using a packaged mix.","I went to Culinary school in Charleston, South Carolina and we learned to prepare the in a more complex manner than the packaged mix.","I went to culinary school in New York City. We made macaroni and cheese with a Béchamel sauce to create a Mornay sauce, which is then added to the pasta."
3459,Karaoke,Karaoke,"The term ""karaoke"" is also used by recording engineers to refer to  an instrumental version of a recording (i.e., to a version of a recording with no vocal track).",I love to sing karaoke.,I love to sing karaoke. It's where people can sing publicly on a small stage.
3460,Casino,Casino,A casino is a facility which houses and accommodates certain types of gambling activities.,Casinos probably make so much money with all the gambling that goes on inside,A casino is a facility which houses and accommodates certain types of gambling activities. Do you gamble?
3461,Tomato sauce,My favorite pizza is cheese and pineapple.,"Tomato sauces are common for meat and vegetables, but they are perhaps best known as sauces for pasta dishes.",All pizza has tomato sauce on it. It is commonly used in meat and vegetable dishes. It is mostly used with pasta though.,Pineapple is one of the most popular fruits in the world. I like pineapple pizza the best.
3462,Hiking,Hiking,A day hike refers to a hike that can be completed in a single day.,"Good morning! It's a great day for my favorite past time, taking a day hike!","Hiking is the preferred term, in Canada and the United States, for a long, vigorous walk, usually on trails"
3463,Algeria,No I have never been out of the country. Africa looks like a beautiful place with amazing people though.,"With an area of , Algeria is the tenth-largest country in the world, and the largest in Africa since South Sudan became independent from Sudan in 2011.",The continent of Africa has a lot of countries in it. You should visit Algeria it is the tenth largest country in the world and the largest country in Africa.,"Yes, Africa is beautiful.  I have been to Egypt, Libya, and Tunisia.  Have you been to any of those countries?"
3464,Steak,Steak,"Steaks are usually grilled, but they can be pan-fried, or broiled.",I can't wait for later tonight.  I'm having a broiled steak for dinner!,"A steak is a meat generally sliced across the muscle fibers, potentially including a bone. Do you like steak?"
3465,Social anxiety disorder,"Social anxiety disorder
I believe I suffer from Social Anxiety Disorder.","Social anxiety disorder (SAD), also known as social phobia, is an anxiety disorder characterized by a significant amount of fear in one or more social situations, causing considerable distress and impaired ability to function in at least some parts of daily life.",People with Social anxiety disorder tend to deal with some social phobias. It can also cause anxiety.,"Yes, social anxiety disorder is also known as social phobia, is an anxiety disorder characterized by a significant amount of fear in one or more social situations, causing considerable distress and impaired ability to function in at least some parts of daily life."
3466,Skunk,Skunk,The animals are known for their ability to spray a liquid with a strong unpleasant smell.,I do not like Skunk for for their ability to spray a liquid with a strong unpleasant smell.,Skunks are mammals in the family Mephitidae. They are known for their ability to spray a liquid with a strong unpleasant smell.
